10.19.119.12 - - [06/Nov/2025:13:49:58 +0000] "GET /identity/v3/ HTTP/1.1" 200 503 "-" "curl/7.81.0"
10.19.119.12 - - [06/Nov/2025:13:50:40 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:40 +0000] "GET /identity/v3/projects/542b6ba243bd4daba814a8a11ce267bd HTTP/1.1" 200 546 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:40 +0000] "GET /identity/v3/groups/c91b0ffbe3b243099faaa56611d87505 HTTP/1.1" 200 474 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "GET /identity/v3/role_assignments?group.id=c91b0ffbe3b243099faaa56611d87505&role.id=5faf9673ab804e7aa69f9edee8250d05&scope.project.id=542b6ba243bd4daba814a8a11ce267bd HTTP/1.1" 200 861 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 584 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "GET /identity/v3/projects/542b6ba243bd4daba814a8a11ce267bd HTTP/1.1" 200 546 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "GET /identity/v3/groups/c91b0ffbe3b243099faaa56611d87505 HTTP/1.1" 200 474 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "GET /identity/v3/role_assignments?group.id=c91b0ffbe3b243099faaa56611d87505&role.id=b35569f933224436be5aeab409543ee6&scope.project.id=542b6ba243bd4daba814a8a11ce267bd HTTP/1.1" 200 861 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:41 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:42 +0000] "GET /identity/v3/roles/member HTTP/1.1" 404 336 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:42 +0000] "GET /identity/v3/roles?name=member HTTP/1.1" 200 591 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:42 +0000] "GET /identity/v3/projects/35fad22c39c248bf8ab5d34bf88c86d2 HTTP/1.1" 200 550 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:42 +0000] "GET /identity/v3/groups/c91b0ffbe3b243099faaa56611d87505 HTTP/1.1" 200 474 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:42 +0000] "GET /identity/v3/role_assignments?group.id=c91b0ffbe3b243099faaa56611d87505&role.id=5faf9673ab804e7aa69f9edee8250d05&scope.project.id=35fad22c39c248bf8ab5d34bf88c86d2 HTTP/1.1" 200 861 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:42 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:42 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:42 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 584 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "GET /identity/v3/projects/35fad22c39c248bf8ab5d34bf88c86d2 HTTP/1.1" 200 550 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "GET /identity/v3/groups/c91b0ffbe3b243099faaa56611d87505 HTTP/1.1" 200 474 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "GET /identity/v3/role_assignments?group.id=c91b0ffbe3b243099faaa56611d87505&role.id=b35569f933224436be5aeab409543ee6&scope.project.id=35fad22c39c248bf8ab5d34bf88c86d2 HTTP/1.1" 200 861 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:43 +0000] "GET /identity/v3/projects/529fbfe42510445398e406f18790adef HTTP/1.1" 200 592 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:44 +0000] "GET /identity/v3/groups/d4d3562d3bef48bdb3f5f0a5107279a6 HTTP/1.1" 200 477 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:44 +0000] "GET /identity/v3/role_assignments?group.id=d4d3562d3bef48bdb3f5f0a5107279a6&role.id=960d75d1cef6417b8f8011844d4db656&scope.project.id=529fbfe42510445398e406f18790adef HTTP/1.1" 200 861 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:44 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:44 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:44 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "POST /identity/v3/users HTTP/1.1" 201 499 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "POST /identity/v3/users HTTP/1.1" 201 501 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:45 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:46 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:46 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:46 +0000] "POST /identity/v3/users HTTP/1.1" 201 501 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:46 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:46 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:46 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:46 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:46 +0000] "POST /identity/v3/users HTTP/1.1" 201 502 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:47 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:47 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:47 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:47 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:47 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:47 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:47 +0000] "GET /identity/v3/users/nova?domain_id=default HTTP/1.1" 404 334 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:47 +0000] "GET /identity/v3/users?domain_id=default&name=nova HTTP/1.1" 200 618 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:48 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:48 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:48 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:48 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:48 +0000] "PUT /identity/v3/projects/1427e4c95be2481a88e557b92867c873/users/b02862f0c8d6471a95d801e3a6f4aa8f/roles/36c38427273f411390da833c7927dd16 HTTP/1.1" 204 201 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:48 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:49 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:49 +0000] "POST /identity/v3/roles HTTP/1.1" 409 396 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:49 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:49 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 584 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:49 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:49 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:49 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:49 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:50 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:50 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:50 +0000] "GET /identity/v3/users/glance?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:50 +0000] "GET /identity/v3/users?domain_id=default&name=glance HTTP/1.1" 200 622 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:50 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:50 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:50 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:51 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:51 +0000] "PUT /identity/v3/projects/1427e4c95be2481a88e557b92867c873/users/d24cf8de99824946bf8ca5a2df571872/roles/36c38427273f411390da833c7927dd16 HTTP/1.1" 204 201 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:51 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:51 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:51 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:51 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:51 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:51 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "GET /identity/v3/users/cinder?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "GET /identity/v3/users?domain_id=default&name=cinder HTTP/1.1" 200 622 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "PUT /identity/v3/projects/1427e4c95be2481a88e557b92867c873/users/f66093b6bc53426fbaf774ea2e5a6853/roles/36c38427273f411390da833c7927dd16 HTTP/1.1" 204 201 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:52 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:53 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:53 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:53 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:53 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:53 +0000] "GET /identity/v3/users/neutron?domain_id=default HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:53 +0000] "GET /identity/v3/users?domain_id=default&name=neutron HTTP/1.1" 200 624 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:53 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:54 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:54 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:54 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:54 +0000] "PUT /identity/v3/projects/1427e4c95be2481a88e557b92867c873/users/a45ff0ba86d8463abdfb05b10c54f262/roles/36c38427273f411390da833c7927dd16 HTTP/1.1" 204 201 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:54 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:54 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:54 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:54 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:55 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:55 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.12 - - [06/Nov/2025:13:50:55 +0000] "GET /identity/v3/users/nova?domain_id=default HTTP/1.1" 404 334 "-" "openstacksdk/4.7.1 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
